filename,frame_path,label,manipulation,source_video,frame_index,sample_number,timestamp_seconds,total_video_frames,fps
original_003_frame_01.png,data_processed\frames\original_003_frame_01.png,0,original,003.mp4,45,1,1.8,303,25.0
original_003_frame_02.png,data_processed\frames\original_003_frame_02.png,0,original,003.mp4,75,2,3.0,303,25.0
original_003_frame_03.png,data_processed\frames\original_003_frame_03.png,0,original,003.mp4,106,3,4.24,303,25.0
original_003_frame_04.png,data_processed\frames\original_003_frame_04.png,0,original,003.mp4,136,4,5.44,303,25.0
original_003_frame_05.png,data_processed\frames\original_003_frame_05.png,0,original,003.mp4,166,5,6.64,303,25.0
original_003_frame_06.png,data_processed\frames\original_003_frame_06.png,0,original,003.mp4,196,6,7.84,303,25.0
original_003_frame_07.png,data_processed\frames\original_003_frame_07.png,0,original,003.mp4,227,7,9.08,303,25.0
original_003_frame_08.png,data_processed\frames\original_003_frame_08.png,0,original,003.mp4,257,8,10.28,303,25.0
original_003_frame_09.png,data_processed\frames\original_003_frame_09.png,0,original,003.mp4,287,9,11.48,303,25.0
original_004_frame_00.png,data_processed\frames\original_004_frame_00.png,0,original,004.mp4,15,0,0.6,309,25.0
original_004_frame_01.png,data_processed\frames\original_004_frame_01.png,0,original,004.mp4,46,1,1.84,309,25.0
original_004_frame_02.png,data_processed\frames\original_004_frame_02.png,0,original,004.mp4,77,2,3.08,309,25.0
original_004_frame_03.png,data_processed\frames\original_004_frame_03.png,0,original,004.mp4,108,3,4.32,309,25.0
original_004_frame_04.png,data_processed\frames\original_004_frame_04.png,0,original,004.mp4,139,4,5.56,309,25.0
original_004_frame_05.png,data_processed\frames\original_004_frame_05.png,0,original,004.mp4,169,5,6.76,309,25.0
original_004_frame_06.png,data_processed\frames\original_004_frame_06.png,0,original,004.mp4,200,6,8.0,309,25.0
original_004_frame_07.png,data_processed\frames\original_004_frame_07.png,0,original,004.mp4,231,7,9.24,309,25.0
original_004_frame_08.png,data_processed\frames\original_004_frame_08.png,0,original,004.mp4,262,8,10.48,309,25.0
original_004_frame_09.png,data_processed\frames\original_004_frame_09.png,0,original,004.mp4,293,9,11.72,309,25.0
original_005_frame_00.png,data_processed\frames\original_005_frame_00.png,0,original,005.mp4,19,0,0.76,385,25.0
original_005_frame_01.png,data_processed\frames\original_005_frame_01.png,0,original,005.mp4,57,1,2.28,385,25.0
original_005_frame_02.png,data_processed\frames\original_005_frame_02.png,0,original,005.mp4,96,2,3.84,385,25.0
original_005_frame_03.png,data_processed\frames\original_005_frame_03.png,0,original,005.mp4,134,3,5.36,385,25.0
original_005_frame_04.png,data_processed\frames\original_005_frame_04.png,0,original,005.mp4,173,4,6.92,385,25.0
original_005_frame_05.png,data_processed\frames\original_005_frame_05.png,0,original,005.mp4,211,5,8.44,385,25.0
original_005_frame_06.png,data_processed\frames\original_005_frame_06.png,0,original,005.mp4,250,6,10.0,385,25.0
original_005_frame_07.png,data_processed\frames\original_005_frame_07.png,0,original,005.mp4,288,7,11.52,385,25.0
original_005_frame_08.png,data_processed\frames\original_005_frame_08.png,0,original,005.mp4,327,8,13.08,385,25.0
original_005_frame_09.png,data_processed\frames\original_005_frame_09.png,0,original,005.mp4,365,9,14.6,385,25.0
original_006_frame_00.png,data_processed\frames\original_006_frame_00.png,0,original,006.mp4,15,0,0.5,310,30.0
original_006_frame_01.png,data_processed\frames\original_006_frame_01.png,0,original,006.mp4,46,1,1.5333333333333334,310,30.0
original_006_frame_02.png,data_processed\frames\original_006_frame_02.png,0,original,006.mp4,77,2,2.566666666666667,310,30.0
original_006_frame_03.png,data_processed\frames\original_006_frame_03.png,0,original,006.mp4,108,3,3.6,310,30.0
original_006_frame_04.png,data_processed\frames\original_006_frame_04.png,0,original,006.mp4,139,4,4.633333333333334,310,30.0
original_006_frame_05.png,data_processed\frames\original_006_frame_05.png,0,original,006.mp4,170,5,5.666666666666667,310,30.0
original_006_frame_06.png,data_processed\frames\original_006_frame_06.png,0,original,006.mp4,201,6,6.7,310,30.0
original_006_frame_07.png,data_processed\frames\original_006_frame_07.png,0,original,006.mp4,232,7,7.733333333333333,310,30.0
original_006_frame_08.png,data_processed\frames\original_006_frame_08.png,0,original,006.mp4,263,8,8.766666666666667,310,30.0
original_006_frame_09.png,data_processed\frames\original_006_frame_09.png,0,original,006.mp4,294,9,9.8,310,30.0
original_007_frame_00.png,data_processed\frames\original_007_frame_00.png,0,original,007.mp4,25,0,1.0,505,25.0
original_007_frame_01.png,data_processed\frames\original_007_frame_01.png,0,original,007.mp4,75,1,3.0,505,25.0
original_007_frame_02.png,data_processed\frames\original_007_frame_02.png,0,original,007.mp4,126,2,5.04,505,25.0
original_007_frame_03.png,data_processed\frames\original_007_frame_03.png,0,original,007.mp4,176,3,7.04,505,25.0
original_007_frame_04.png,data_processed\frames\original_007_frame_04.png,0,original,007.mp4,227,4,9.08,505,25.0
original_007_frame_05.png,data_processed\frames\original_007_frame_05.png,0,original,007.mp4,277,5,11.08,505,25.0
original_007_frame_06.png,data_processed\frames\original_007_frame_06.png,0,original,007.mp4,328,6,13.12,505,25.0
original_007_frame_07.png,data_processed\frames\original_007_frame_07.png,0,original,007.mp4,378,7,15.12,505,25.0
original_007_frame_08.png,data_processed\frames\original_007_frame_08.png,0,original,007.mp4,429,8,17.16,505,25.0
original_007_frame_09.png,data_processed\frames\original_007_frame_09.png,0,original,007.mp4,479,9,19.16,505,25.0
original_008_frame_00.png,data_processed\frames\original_008_frame_00.png,0,original,008.mp4,31,0,1.24,637,25.0
original_008_frame_01.png,data_processed\frames\original_008_frame_01.png,0,original,008.mp4,95,1,3.8,637,25.0
original_008_frame_02.png,data_processed\frames\original_008_frame_02.png,0,original,008.mp4,159,2,6.36,637,25.0
original_008_frame_03.png,data_processed\frames\original_008_frame_03.png,0,original,008.mp4,222,3,8.88,637,25.0
original_008_frame_04.png,data_processed\frames\original_008_frame_04.png,0,original,008.mp4,286,4,11.44,637,25.0
original_008_frame_05.png,data_processed\frames\original_008_frame_05.png,0,original,008.mp4,350,5,14.0,637,25.0
original_008_frame_06.png,data_processed\frames\original_008_frame_06.png,0,original,008.mp4,414,6,16.56,637,25.0
original_008_frame_07.png,data_processed\frames\original_008_frame_07.png,0,original,008.mp4,477,7,19.08,637,25.0
original_008_frame_08.png,data_processed\frames\original_008_frame_08.png,0,original,008.mp4,541,8,21.64,637,25.0
original_008_frame_09.png,data_processed\frames\original_008_frame_09.png,0,original,008.mp4,605,9,24.2,637,25.0
original_009_frame_00.png,data_processed\frames\original_009_frame_00.png,0,original,009.mp4,29,0,0.9666666666666667,588,30.0
original_009_frame_01.png,data_processed\frames\original_009_frame_01.png,0,original,009.mp4,88,1,2.933333333333333,588,30.0
original_009_frame_02.png,data_processed\frames\original_009_frame_02.png,0,original,009.mp4,147,2,4.9,588,30.0
original_009_frame_03.png,data_processed\frames\original_009_frame_03.png,0,original,009.mp4,205,3,6.833333333333333,588,30.0
original_009_frame_04.png,data_processed\frames\original_009_frame_04.png,0,original,009.mp4,264,4,8.8,588,30.0
original_009_frame_05.png,data_processed\frames\original_009_frame_05.png,0,original,009.mp4,323,5,10.766666666666667,588,30.0
original_009_frame_06.png,data_processed\frames\original_009_frame_06.png,0,original,009.mp4,382,6,12.733333333333333,588,30.0
original_009_frame_07.png,data_processed\frames\original_009_frame_07.png,0,original,009.mp4,441,7,14.7,588,30.0
original_009_frame_08.png,data_processed\frames\original_009_frame_08.png,0,original,009.mp4,499,8,16.633333333333333,588,30.0
original_009_frame_09.png,data_processed\frames\original_009_frame_09.png,0,original,009.mp4,558,9,18.6,588,30.0
original_010_frame_00.png,data_processed\frames\original_010_frame_00.png,0,original,010.mp4,23,0,0.92,474,25.0
original_010_frame_01.png,data_processed\frames\original_010_frame_01.png,0,original,010.mp4,71,1,2.84,474,25.0
original_010_frame_02.png,data_processed\frames\original_010_frame_02.png,0,original,010.mp4,118,2,4.72,474,25.0
original_010_frame_03.png,data_processed\frames\original_010_frame_03.png,0,original,010.mp4,165,3,6.6,474,25.0
original_010_frame_04.png,data_processed\frames\original_010_frame_04.png,0,original,010.mp4,213,4,8.52,474,25.0
original_010_frame_05.png,data_processed\frames\original_010_frame_05.png,0,original,010.mp4,260,5,10.4,474,25.0
original_010_frame_06.png,data_processed\frames\original_010_frame_06.png,0,original,010.mp4,308,6,12.32,474,25.0
original_010_frame_07.png,data_processed\frames\original_010_frame_07.png,0,original,010.mp4,355,7,14.2,474,25.0
original_010_frame_08.png,data_processed\frames\original_010_frame_08.png,0,original,010.mp4,402,8,16.08,474,25.0
original_010_frame_09.png,data_processed\frames\original_010_frame_09.png,0,original,010.mp4,450,9,18.0,474,25.0
original_011_frame_00.png,data_processed\frames\original_011_frame_00.png,0,original,011.mp4,31,0,1.2916666666666667,632,24.0
original_011_frame_01.png,data_processed\frames\original_011_frame_01.png,0,original,011.mp4,94,1,3.9166666666666665,632,24.0
original_011_frame_02.png,data_processed\frames\original_011_frame_02.png,0,original,011.mp4,158,2,6.583333333333333,632,24.0
original_011_frame_03.png,data_processed\frames\original_011_frame_03.png,0,original,011.mp4,221,3,9.208333333333334,632,24.0
original_011_frame_04.png,data_processed\frames\original_011_frame_04.png,0,original,011.mp4,284,4,11.833333333333334,632,24.0
original_011_frame_05.png,data_processed\frames\original_011_frame_05.png,0,original,011.mp4,347,5,14.458333333333334,632,24.0
original_011_frame_06.png,data_processed\frames\original_011_frame_06.png,0,original,011.mp4,410,6,17.083333333333332,632,24.0
original_011_frame_07.png,data_processed\frames\original_011_frame_07.png,0,original,011.mp4,474,7,19.75,632,24.0
original_011_frame_08.png,data_processed\frames\original_011_frame_08.png,0,original,011.mp4,537,8,22.375,632,24.0
original_011_frame_09.png,data_processed\frames\original_011_frame_09.png,0,original,011.mp4,600,9,25.0,632,24.0
original_012_frame_00.png,data_processed\frames\original_012_frame_00.png,0,original,012.mp4,18,0,0.72,363,25.0
original_012_frame_01.png,data_processed\frames\original_012_frame_01.png,0,original,012.mp4,54,1,2.16,363,25.0
original_012_frame_02.png,data_processed\frames\original_012_frame_02.png,0,original,012.mp4,90,2,3.6,363,25.0
original_012_frame_03.png,data_processed\frames\original_012_frame_03.png,0,original,012.mp4,127,3,5.08,363,25.0
original_012_frame_04.png,data_processed\frames\original_012_frame_04.png,0,original,012.mp4,163,4,6.52,363,25.0
original_012_frame_05.png,data_processed\frames\original_012_frame_05.png,0,original,012.mp4,199,5,7.96,363,25.0
original_012_frame_06.png,data_processed\frames\original_012_frame_06.png,0,original,012.mp4,235,6,9.4,363,25.0
original_012_frame_07.png,data_processed\frames\original_012_frame_07.png,0,original,012.mp4,272,7,10.88,363,25.0
original_012_frame_08.png,data_processed\frames\original_012_frame_08.png,0,original,012.mp4,308,8,12.32,363,25.0
original_012_frame_09.png,data_processed\frames\original_012_frame_09.png,0,original,012.mp4,344,9,13.76,363,25.0
original_013_frame_00.png,data_processed\frames\original_013_frame_00.png,0,original,013.mp4,16,0,0.64,332,25.0
original_013_frame_01.png,data_processed\frames\original_013_frame_01.png,0,original,013.mp4,49,1,1.96,332,25.0
original_013_frame_02.png,data_processed\frames\original_013_frame_02.png,0,original,013.mp4,83,2,3.32,332,25.0
original_013_frame_03.png,data_processed\frames\original_013_frame_03.png,0,original,013.mp4,116,3,4.64,332,25.0
original_013_frame_04.png,data_processed\frames\original_013_frame_04.png,0,original,013.mp4,149,4,5.96,332,25.0
original_013_frame_05.png,data_processed\frames\original_013_frame_05.png,0,original,013.mp4,182,5,7.28,332,25.0
original_013_frame_06.png,data_processed\frames\original_013_frame_06.png,0,original,013.mp4,215,6,8.6,332,25.0
original_013_frame_07.png,data_processed\frames\original_013_frame_07.png,0,original,013.mp4,249,7,9.96,332,25.0
original_013_frame_08.png,data_processed\frames\original_013_frame_08.png,0,original,013.mp4,282,8,11.28,332,25.0
original_013_frame_09.png,data_processed\frames\original_013_frame_09.png,0,original,013.mp4,315,9,12.6,332,25.0
original_014_frame_00.png,data_processed\frames\original_014_frame_00.png,0,original,014.mp4,33,0,1.1,676,30.0
original_014_frame_01.png,data_processed\frames\original_014_frame_01.png,0,original,014.mp4,101,1,3.3666666666666667,676,30.0
original_014_frame_02.png,data_processed\frames\original_014_frame_02.png,0,original,014.mp4,169,2,5.633333333333334,676,30.0
original_014_frame_03.png,data_processed\frames\original_014_frame_03.png,0,original,014.mp4,236,3,7.866666666666666,676,30.0
original_014_frame_04.png,data_processed\frames\original_014_frame_04.png,0,original,014.mp4,304,4,10.133333333333333,676,30.0
original_014_frame_05.png,data_processed\frames\original_014_frame_05.png,0,original,014.mp4,371,5,12.366666666666667,676,30.0
original_014_frame_06.png,data_processed\frames\original_014_frame_06.png,0,original,014.mp4,439,6,14.633333333333333,676,30.0
original_014_frame_07.png,data_processed\frames\original_014_frame_07.png,0,original,014.mp4,506,7,16.866666666666667,676,30.0
original_014_frame_08.png,data_processed\frames\original_014_frame_08.png,0,original,014.mp4,574,8,19.133333333333333,676,30.0
original_014_frame_09.png,data_processed\frames\original_014_frame_09.png,0,original,014.mp4,642,9,21.4,676,30.0
original_015_frame_00.png,data_processed\frames\original_015_frame_00.png,0,original,015.mp4,21,0,0.7,437,30.0
original_015_frame_01.png,data_processed\frames\original_015_frame_01.png,0,original,015.mp4,65,1,2.1666666666666665,437,30.0
original_015_frame_02.png,data_processed\frames\original_015_frame_02.png,0,original,015.mp4,109,2,3.6333333333333333,437,30.0
original_015_frame_03.png,data_processed\frames\original_015_frame_03.png,0,original,015.mp4,152,3,5.066666666666666,437,30.0
original_015_frame_04.png,data_processed\frames\original_015_frame_04.png,0,original,015.mp4,196,4,6.533333333333333,437,30.0
original_015_frame_05.png,data_processed\frames\original_015_frame_05.png,0,original,015.mp4,240,5,8.0,437,30.0
original_015_frame_06.png,data_processed\frames\original_015_frame_06.png,0,original,015.mp4,284,6,9.466666666666667,437,30.0
original_015_frame_07.png,data_processed\frames\original_015_frame_07.png,0,original,015.mp4,327,7,10.9,437,30.0
original_015_frame_08.png,data_processed\frames\original_015_frame_08.png,0,original,015.mp4,371,8,12.366666666666667,437,30.0
original_015_frame_09.png,data_processed\frames\original_015_frame_09.png,0,original,015.mp4,415,9,13.833333333333334,437,30.0
original_016_frame_00.png,data_processed\frames\original_016_frame_00.png,0,original,016.mp4,33,0,1.1,678,30.0
original_016_frame_01.png,data_processed\frames\original_016_frame_01.png,0,original,016.mp4,101,1,3.3666666666666667,678,30.0
original_016_frame_02.png,data_processed\frames\original_016_frame_02.png,0,original,016.mp4,169,2,5.633333333333334,678,30.0
original_016_frame_03.png,data_processed\frames\original_016_frame_03.png,0,original,016.mp4,237,3,7.9,678,30.0
original_016_frame_04.png,data_processed\frames\original_016_frame_04.png,0,original,016.mp4,305,4,10.166666666666666,678,30.0
original_016_frame_05.png,data_processed\frames\original_016_frame_05.png,0,original,016.mp4,372,5,12.4,678,30.0
original_016_frame_06.png,data_processed\frames\original_016_frame_06.png,0,original,016.mp4,440,6,14.666666666666666,678,30.0
original_016_frame_07.png,data_processed\frames\original_016_frame_07.png,0,original,016.mp4,508,7,16.933333333333334,678,30.0
original_016_frame_08.png,data_processed\frames\original_016_frame_08.png,0,original,016.mp4,576,8,19.2,678,30.0
original_016_frame_09.png,data_processed\frames\original_016_frame_09.png,0,original,016.mp4,644,9,21.466666666666665,678,30.0
original_017_frame_00.png,data_processed\frames\original_017_frame_00.png,0,original,017.mp4,19,0,0.6333333333333333,398,30.0
original_017_frame_01.png,data_processed\frames\original_017_frame_01.png,0,original,017.mp4,59,1,1.9666666666666666,398,30.0
original_017_frame_02.png,data_processed\frames\original_017_frame_02.png,0,original,017.mp4,99,2,3.3,398,30.0
original_017_frame_03.png,data_processed\frames\original_017_frame_03.png,0,original,017.mp4,139,3,4.633333333333334,398,30.0
original_017_frame_04.png,data_processed\frames\original_017_frame_04.png,0,original,017.mp4,179,4,5.966666666666667,398,30.0
original_017_frame_05.png,data_processed\frames\original_017_frame_05.png,0,original,017.mp4,218,5,7.266666666666667,398,30.0
original_017_frame_06.png,data_processed\frames\original_017_frame_06.png,0,original,017.mp4,258,6,8.6,398,30.0
original_017_frame_07.png,data_processed\frames\original_017_frame_07.png,0,original,017.mp4,298,7,9.933333333333334,398,30.0
original_017_frame_08.png,data_processed\frames\original_017_frame_08.png,0,original,017.mp4,338,8,11.266666666666667,398,30.0
original_017_frame_09.png,data_processed\frames\original_017_frame_09.png,0,original,017.mp4,378,9,12.6,398,30.0
original_018_frame_00.png,data_processed\frames\original_018_frame_00.png,0,original,018.mp4,21,0,0.7,432,30.0
original_018_frame_01.png,data_processed\frames\original_018_frame_01.png,0,original,018.mp4,64,1,2.1333333333333333,432,30.0
original_018_frame_02.png,data_processed\frames\original_018_frame_02.png,0,original,018.mp4,108,2,3.6,432,30.0
original_018_frame_03.png,data_processed\frames\original_018_frame_03.png,0,original,018.mp4,151,3,5.033333333333333,432,30.0
original_018_frame_04.png,data_processed\frames\original_018_frame_04.png,0,original,018.mp4,194,4,6.466666666666667,432,30.0
original_018_frame_05.png,data_processed\frames\original_018_frame_05.png,0,original,018.mp4,237,5,7.9,432,30.0
original_018_frame_06.png,data_processed\frames\original_018_frame_06.png,0,original,018.mp4,280,6,9.333333333333334,432,30.0
original_018_frame_07.png,data_processed\frames\original_018_frame_07.png,0,original,018.mp4,324,7,10.8,432,30.0
original_018_frame_08.png,data_processed\frames\original_018_frame_08.png,0,original,018.mp4,367,8,12.233333333333333,432,30.0
original_018_frame_09.png,data_processed\frames\original_018_frame_09.png,0,original,018.mp4,410,9,13.666666666666666,432,30.0
original_019_frame_00.png,data_processed\frames\original_019_frame_00.png,0,original,019.mp4,69,0,2.3,1385,30.0
original_019_frame_01.png,data_processed\frames\original_019_frame_01.png,0,original,019.mp4,207,1,6.9,1385,30.0
original_019_frame_02.png,data_processed\frames\original_019_frame_02.png,0,original,019.mp4,346,2,11.533333333333333,1385,30.0
original_019_frame_03.png,data_processed\frames\original_019_frame_03.png,0,original,019.mp4,484,3,16.133333333333333,1385,30.0
original_019_frame_04.png,data_processed\frames\original_019_frame_04.png,0,original,019.mp4,623,4,20.766666666666666,1385,30.0
original_019_frame_05.png,data_processed\frames\original_019_frame_05.png,0,original,019.mp4,761,5,25.366666666666667,1385,30.0
original_019_frame_06.png,data_processed\frames\original_019_frame_06.png,0,original,019.mp4,900,6,30.0,1385,30.0
original_019_frame_07.png,data_processed\frames\original_019_frame_07.png,0,original,019.mp4,1038,7,34.6,1385,30.0
original_019_frame_08.png,data_processed\frames\original_019_frame_08.png,0,original,019.mp4,1177,8,39.233333333333334,1385,30.0
original_019_frame_09.png,data_processed\frames\original_019_frame_09.png,0,original,019.mp4,1315,9,43.833333333333336,1385,30.0
original_020_frame_00.png,data_processed\frames\original_020_frame_00.png,0,original,020.mp4,19,0,0.76,390,25.0
original_020_frame_01.png,data_processed\frames\original_020_frame_01.png,0,original,020.mp4,58,1,2.32,390,25.0
original_020_frame_02.png,data_processed\frames\original_020_frame_02.png,0,original,020.mp4,97,2,3.88,390,25.0
original_020_frame_03.png,data_processed\frames\original_020_frame_03.png,0,original,020.mp4,136,3,5.44,390,25.0
original_020_frame_04.png,data_processed\frames\original_020_frame_04.png,0,original,020.mp4,175,4,7.0,390,25.0
original_020_frame_05.png,data_processed\frames\original_020_frame_05.png,0,original,020.mp4,214,5,8.56,390,25.0
original_020_frame_06.png,data_processed\frames\original_020_frame_06.png,0,original,020.mp4,253,6,10.12,390,25.0
original_020_frame_07.png,data_processed\frames\original_020_frame_07.png,0,original,020.mp4,292,7,11.68,390,25.0
original_020_frame_08.png,data_processed\frames\original_020_frame_08.png,0,original,020.mp4,331,8,13.24,390,25.0
original_020_frame_09.png,data_processed\frames\original_020_frame_09.png,0,original,020.mp4,370,9,14.8,390,25.0
original_021_frame_00.png,data_processed\frames\original_021_frame_00.png,0,original,021.mp4,21,0,0.7,431,30.0
original_021_frame_01.png,data_processed\frames\original_021_frame_01.png,0,original,021.mp4,64,1,2.1333333333333333,431,30.0
original_021_frame_02.png,data_processed\frames\original_021_frame_02.png,0,original,021.mp4,107,2,3.566666666666667,431,30.0
original_021_frame_03.png,data_processed\frames\original_021_frame_03.png,0,original,021.mp4,150,3,5.0,431,30.0
original_021_frame_04.png,data_processed\frames\original_021_frame_04.png,0,original,021.mp4,193,4,6.433333333333334,431,30.0
original_021_frame_05.png,data_processed\frames\original_021_frame_05.png,0,original,021.mp4,237,5,7.9,431,30.0
original_021_frame_06.png,data_processed\frames\original_021_frame_06.png,0,original,021.mp4,280,6,9.333333333333334,431,30.0
original_021_frame_07.png,data_processed\frames\original_021_frame_07.png,0,original,021.mp4,323,7,10.766666666666667,431,30.0
original_021_frame_08.png,data_processed\frames\original_021_frame_08.png,0,original,021.mp4,366,8,12.2,431,30.0
original_021_frame_09.png,data_processed\frames\original_021_frame_09.png,0,original,021.mp4,409,9,13.633333333333333,431,30.0
original_022_frame_00.png,data_processed\frames\original_022_frame_00.png,0,original,022.mp4,16,0,0.5333333333333333,325,30.0
original_022_frame_01.png,data_processed\frames\original_022_frame_01.png,0,original,022.mp4,48,1,1.6,325,30.0
original_022_frame_02.png,data_processed\frames\original_022_frame_02.png,0,original,022.mp4,81,2,2.7,325,30.0
original_022_frame_03.png,data_processed\frames\original_022_frame_03.png,0,original,022.mp4,113,3,3.7666666666666666,325,30.0
original_022_frame_04.png,data_processed\frames\original_022_frame_04.png,0,original,022.mp4,146,4,4.866666666666666,325,30.0
original_022_frame_05.png,data_processed\frames\original_022_frame_05.png,0,original,022.mp4,178,5,5.933333333333334,325,30.0
original_022_frame_06.png,data_processed\frames\original_022_frame_06.png,0,original,022.mp4,211,6,7.033333333333333,325,30.0
original_022_frame_07.png,data_processed\frames\original_022_frame_07.png,0,original,022.mp4,243,7,8.1,325,30.0
original_022_frame_08.png,data_processed\frames\original_022_frame_08.png,0,original,022.mp4,276,8,9.2,325,30.0
original_022_frame_09.png,data_processed\frames\original_022_frame_09.png,0,original,022.mp4,308,9,10.266666666666667,325,30.0
original_023_frame_00.png,data_processed\frames\original_023_frame_00.png,0,original,023.mp4,27,0,1.08,553,25.0
original_023_frame_01.png,data_processed\frames\original_023_frame_01.png,0,original,023.mp4,82,1,3.28,553,25.0
original_023_frame_02.png,data_processed\frames\original_023_frame_02.png,0,original,023.mp4,138,2,5.52,553,25.0
original_023_frame_03.png,data_processed\frames\original_023_frame_03.png,0,original,023.mp4,193,3,7.72,553,25.0
original_023_frame_04.png,data_processed\frames\original_023_frame_04.png,0,original,023.mp4,248,4,9.92,553,25.0
original_023_frame_05.png,data_processed\frames\original_023_frame_05.png,0,original,023.mp4,304,5,12.16,553,25.0
original_023_frame_06.png,data_processed\frames\original_023_frame_06.png,0,original,023.mp4,359,6,14.36,553,25.0
original_023_frame_07.png,data_processed\frames\original_023_frame_07.png,0,original,023.mp4,414,7,16.56,553,25.0
original_023_frame_08.png,data_processed\frames\original_023_frame_08.png,0,original,023.mp4,470,8,18.8,553,25.0
original_023_frame_09.png,data_processed\frames\original_023_frame_09.png,0,original,023.mp4,525,9,21.0,553,25.0
original_024_frame_00.png,data_processed\frames\original_024_frame_00.png,0,original,024.mp4,15,0,0.6,306,25.0
original_024_frame_01.png,data_processed\frames\original_024_frame_01.png,0,original,024.mp4,45,1,1.8,306,25.0
original_024_frame_02.png,data_processed\frames\original_024_frame_02.png,0,original,024.mp4,76,2,3.04,306,25.0
original_024_frame_03.png,data_processed\frames\original_024_frame_03.png,0,original,024.mp4,107,3,4.28,306,25.0
original_024_frame_04.png,data_processed\frames\original_024_frame_04.png,0,original,024.mp4,137,4,5.48,306,25.0
original_024_frame_05.png,data_processed\frames\original_024_frame_05.png,0,original,024.mp4,168,5,6.72,306,25.0
original_024_frame_06.png,data_processed\frames\original_024_frame_06.png,0,original,024.mp4,198,6,7.92,306,25.0
original_024_frame_07.png,data_processed\frames\original_024_frame_07.png,0,original,024.mp4,229,7,9.16,306,25.0
original_024_frame_08.png,data_processed\frames\original_024_frame_08.png,0,original,024.mp4,260,8,10.4,306,25.0
original_024_frame_09.png,data_processed\frames\original_024_frame_09.png,0,original,024.mp4,290,9,11.6,306,25.0
original_025_frame_00.png,data_processed\frames\original_025_frame_00.png,0,original,025.mp4,37,0,1.2333333333333334,747,30.0
